Ensembl Gene ID,Gene Start (bp),Gene End (bp),Chromosome Name,Strand,Associated Gene Name
ENSMUSG00000034023,113531682,113597017,6,1,Fancd2
ENSMUSG00000078161,154663859,154767790,3,1,BC007180
ENSMUSG00000055917,40315046,40445790,12,-1,Zfp277
ENSMUSG00000004934,81153266,81167923,10,-1,Pias4
ENSMUSG00000036934,85408759,85432841,8,-1,4921524J17Rik
ENSMUSG00000097352,22306702,22321765,10,1,C920009B18Rik
ENSMUSG00000102276,181381178,181382488,1,1,RP24-212E3.4
ENSMUSG00000097191,149119565,149184063,5,-1,5730422E09Rik
ENSMUSG00000021572,74036495,74062285,13,-1,Cep72
ENSMUSG00000024561,74268272,74282685,18,1,Mbd1
ENSMUSG00000094203,126017557,126018055,X,1,Gm17267
ENSMUSG00000082054,7950156,7950868,X,-1,Psmb6-ps
ENSMUSG00000099532,47573714,47576949,Y,1,Gm29098
ENSMUSG00000104313,32496444,32497988,1,1,RP23-109J14.5
ENSMUSG00000039954,43207697,43317481,18,1,Stk32a
ENSMUSG00000094844,20883276,20884398,8,-1,Gm20796
ENSMUSG00000097338,13471906,13474596,3,-1,Gm2464
ENSMUSG00000002679,81573557,81595008,12,-1,Med6
ENSMUSG00000099655,46348201,46350302,19,-1,2310034G01Rik
ENSMUSG00000100255,129948568,129949207,2,1,Gm28196
ENSMUSG00000024664,10041548,10059671,19,1,Fads3
ENSMUSG00000037997,127446840,127494241,6,1,Parp11
ENSMUSG00000095560,52948890,52949165,14,1,Trav14d-2
ENSMUSG00000090129,98206971,98221056,15,-1,Olfr287
ENSMUSG00000049235,43713902,43715068,14,1,Gm7324
ENSMUSG00000005054,78425670,78427619,10,1,Cstb
ENSMUSG00000097584,27154026,27157019,3,1,1700125G22Rik
ENSMUSG00000082424,11409031,11410030,2,-1,Gm13292
ENSMUSG00000095383,22522967,22523890,7,1,Vmn1r152
ENSMUSG00000068182,59303152,59304075,16,1,Olfr203
ENSMUSG00000087424,13042015,13045297,X,1,5730405O15Rik
ENSMUSG00000097491,45017216,45022385,8,-1,Gm2366
ENSMUSG00000045954,51289126,51302960,1,1,Sdpr
ENSMUSG00000045776,29018208,29033642,14,1,Lrtm1
ENSMUSG00000097583,40885897,40894123,3,-1,6430590A07Rik
ENSMUSG00000075553,66868850,66871005,14,1,Gm5464
ENSMUSG00000028184,148815586,148989316,3,-1,Lphn2
ENSMUSG00000029436,129584169,129608875,5,1,Mmp17
ENSMUSG00000022844,35397313,35490873,16,-1,Pdia5
ENSMUSG00000091318,32543686,32547294,1,-1,Gm5415
ENSMUSG00000082788,29093835,29094105,2,-1,Gm13396
ENSMUSG00000023902,23600856,23611019,17,1,Zscan10
ENSMUSG00000026443,132880273,132940005,1,1,Lrrn2
ENSMUSG00000094564,33985639,33986816,X,-1,Gm21870
ENSMUSG00000097639,41488804,41493192,3,-1,C430002E04Rik
ENSMUSG00000092433,7842899,7858604,7,-1,Vmn2r-ps40
ENSMUSG00000090465,4792713,4793196,14,-1,Gm3091
ENSMUSG00000045757,127403668,127406822,7,-1,Zfp764
ENSMUSG00000024785,29101375,29143843,19,1,Rcl1
ENSMUSG00000029272,87575968,87591611,5,-1,Sult1e1
ENSMUSG00000023961,44096308,44105809,17,-1,Enpp4
ENSMUSG00000097599,54631439,54634627,3,1,Gm26678
ENSMUSG00000103274,7418340,7418459,3,-1,RP23-270P19.7
ENSMUSG00000082023,177085356,177085802,2,-1,Gm14407
ENSMUSG00000075045,58234848,58236699,10,-1,Gm4981
ENSMUSG00000042774,78963309,78970612,10,1,Olfr1353
ENSMUSG00000092225,42816829,42867234,7,-1,Gm2381
ENSMUSG00000075184,43593427,43630916,10,1,F930017D23Rik
ENSMUSG00000080933,37623318,37628612,X,-1,Rhox3g
ENSMUSG00000045867,95174746,95324097,10,-1,Cradd
ENSMUSG00000023104,134582690,134598328,5,1,Rfc2
ENSMUSG00000081893,88696191,88696698,4,-1,Gm13273
ENSMUSG00000041712,102757975,102777701,12,1,Ubr7
ENSMUSG00000097339,57620905,57625818,3,-1,Gm26671
ENSMUSG00000094361,32894625,32896121,X,1,Gm21657
ENSMUSG00000043671,35685165,35754454,7,-1,Dpy19l3
ENSMUSG00000101434,46692893,46717285,Y,-1,Gm29211
ENSMUSG00000095689,52844465,52845041,14,1,Trav12d-1
ENSMUSG00000048012,44731481,44751050,7,-1,Zfp473
ENSMUSG00000023020,99725618,99728136,15,1,Cox14
ENSMUSG00000028584,143349757,143371032,4,1,Lrrc38
ENSMUSG00000060268,117213333,117252125,4,-1,Gm1661
ENSMUSG00000021797,34511619,34522801,14,-1,9230112D13Rik
ENSMUSG00000050138,87745837,87797994,17,-1,Kcnk12
ENSMUSG00000097252,70772379,70807291,3,-1,Gm6634
ENSMUSG00000082360,167028902,167029436,X,-1,Gm8814
ENSMUSG00000048191,141633456,141655319,7,-1,Muc6
ENSMUSG00000026358,144242296,144249242,1,-1,Rgs1
ENSMUSG00000029409,92209896,92215408,5,-1,U90926
ENSMUSG00000035033,61802930,61814114,2,1,Tbr1
ENSMUSG00000076598,70607738,70608036,6,1,Igkv3-7
ENSMUSG00000097025,70661248,70662108,2,-1,Gm26558
ENSMUSG00000102216,76884496,76885325,3,1,RP23-381H21.2
ENSMUSG00000028890,124802104,124849800,4,1,Mtf1
ENSMUSG00000096935,88171560,88177785,3,-1,1700113A16Rik
ENSMUSG00000079597,36184212,36188111,16,1,Gm5483
ENSMUSG00000100485,51852120,51878300,Y,1,Gm20920
ENSMUSG00000045794,181696793,181698442,2,-1,Lkaaear1
ENSMUSG00000094678,19712829,19713758,9,1,Olfr857
ENSMUSG00000001911,84699876,84800344,8,-1,Nfix
ENSMUSG00000026248,79776018,79781445,1,1,Mrpl44
ENSMUSG00000066500,44708743,44719842,7,1,Izumo2
ENSMUSG00000097004,89337850,89347831,3,1,4731419I09Rik
ENSMUSG00000074170,38220654,38227994,7,-1,Plekhf1
ENSMUSG00000101427,33165208,33165670,7,1,Gm6003
ENSMUSG00000061707,145029600,145032764,5,-1,Gm4871
ENSMUSG00000096827,53166677,53167178,14,1,Trav14n-1
ENSMUSG00000060568,167001417,167091302,1,1,Fam78b
ENSMUSG00000099387,70248973,70249776,7,-1,Gm29327
ENSMUSG00000083185,87816531,87817452,2,1,Olfr1146-ps1
ENSMUSG00000078872,177074320,177087347,2,1,Gm14401
ENSMUSG00000097515,94409395,94412883,3,-1,1700040D17Rik
ENSMUSG00000022685,13537964,13668170,16,-1,Parn
ENSMUSG00000098143,74961240,74962247,16,1,Gm26937
ENSMUSG00000090298,33766424,33782115,10,-1,Gm4794
ENSMUSG00000076778,52851290,52851865,14,1,Trav13d-1
ENSMUSG00000049708,39128167,39145072,9,1,Olfr27
ENSMUSG00000054046,43712567,43726758,7,1,Klk13
ENSMUSG00000087604,62990453,63004134,11,-1,Cdrt4os1
ENSMUSG00000054074,18040676,18049051,2,-1,Skida1
ENSMUSG00000043383,118689476,118690450,4,-1,Olfr1342
ENSMUSG00000023140,78405155,78408097,6,1,Reg2
ENSMUSG00000086205,44970576,44978319,4,-1,Gm12679
ENSMUSG00000097167,95217457,95226658,3,1,Gm16740
ENSMUSG00000004939,81198170,81202037,10,-1,Nmrk2
ENSMUSG00000080871,122640346,122648326,4,-1,Gm12875
ENSMUSG00000089927,181431723,181432400,1,-1,Gm16539
ENSMUSG00000022031,65530446,65593112,14,-1,Elp3
ENSMUSG00000017485,16365179,16430787,14,1,Top2b
ENSMUSG00000097532,95427671,95431087,3,1,Gm4349
ENSMUSG00000047676,150072590,150073620,3,-1,Rpsa-ps10
ENSMUSG00000049420,25991186,26079052,10,-1,Tmem200a
ENSMUSG00000102500,140823327,140823718,1,1,RP24-338A22.1
ENSMUSG00000074281,108379277,108383741,3,-1,Gm12522
ENSMUSG00000024261,31437808,31447415,18,-1,Syt4
ENSMUSG00000103727,171362862,171363197,1,1,RP23-191A19.2
ENSMUSG00000027499,7366669,7445366,3,1,Pkia
ENSMUSG00000097189,95855966,95861485,3,1,Gm26594
ENSMUSG00000071234,84677278,84698807,12,-1,Syndig1l
ENSMUSG00000070283,108565537,108567434,9,-1,Ndufaf3
ENSMUSG00000086416,125207529,125217512,2,-1,Gm14002
ENSMUSG00000083246,12114284,12116236,4,1,Gm11839
ENSMUSG00000096877,53239294,53239563,14,1,Trav5n-3
ENSMUSG00000024912,5447703,5455945,19,1,Fosl1
ENSMUSG00000029826,38305286,38354603,6,-1,Zc3hav1
ENSMUSG00000090038,56607261,56620513,14,-1,Gm16573
ENSMUSG00000031697,85299632,85308278,8,1,Orc6
ENSMUSG00000094378,149784473,149826694,X,1,Gm15097
ENSMUSG00000039910,17723228,17725673,10,1,Cited2
ENSMUSG00000097204,96167464,96172414,3,-1,Gm17690
ENSMUSG00000038580,141278331,141279133,7,-1,Sct
ENSMUSG00000051671,126422501,126425434,8,1,Coa6
ENSMUSG00000097221,12321438,12321899,15,-1,1810049J17Rik
ENSMUSG00000002957,141562180,141633011,7,1,Ap2a2
ENSMUSG00000078942,100281121,100317674,13,-1,Naip6
ENSMUSG00000075704,18426417,18479073,16,1,Txnrd2
ENSMUSG00000087070,55410443,55418842,4,-1,Gm12505
ENSMUSG00000068615,114009601,114013619,2,-1,Gjd2
ENSMUSG00000049436,38773184,38800203,16,-1,Upk1b
ENSMUSG00000097807,96348627,96357094,3,-1,Gm26553
ENSMUSG00000043827,37196707,37198011,17,-1,Olfr94
ENSMUSG00000058463,44971794,44972135,15,-1,Gm5471
ENSMUSG00000102135,6916559,6923588,1,1,RP23-5K7.4
ENSMUSG00000086346,55450684,55465814,4,-1,Gm12510
ENSMUSG00000083504,99728097,99728564,3,-1,Gm12450
ENSMUSG00000024258,31789159,31796642,18,1,Polr2d
ENSMUSG00000067700,26017278,26022916,5,-1,Gm5862
ENSMUSG00000040112,147042764,147070903,6,1,Mrps35
ENSMUSG00000017310,164698501,164702453,2,1,Spint4
ENSMUSG00000076870,54123138,54123188,14,1,Trdj1
ENSMUSG00000058743,45816461,45824756,7,-1,Kcnj14
ENSMUSG00000097851,96349927,96358480,3,1,Gm17580
ENSMUSG00000086000,44967769,44971096,4,1,Gm12493
ENSMUSG00000081992,34564999,34565796,2,1,Gm13408
ENSMUSG00000067596,101754259,101763504,15,-1,Krt74
ENSMUSG00000081551,46361460,46361906,X,1,Gm14654
ENSMUSG00000079273,42218285,42220283,14,1,Gm17165
ENSMUSG00000067713,98812798,98831508,15,-1,Prkag1
ENSMUSG00000037379,33213518,33218238,5,-1,Spon2
ENSMUSG00000073568,46925982,46934222,18,1,Arl14epl
ENSMUSG00000080198,60274944,60275574,2,-1,Gm13573
ENSMUSG00000030001,86017191,86020996,6,1,Figla
ENSMUSG00000094189,112976213,112976383,6,1,Gm6134
ENSMUSG00000102686,103361335,103364738,2,-1,RP23-445A5.3
ENSMUSG00000014905,44205897,44210068,12,-1,Dnajb9
ENSMUSG00000097420,96375646,96388864,3,-1,Gm17575
ENSMUSG00000075245,29217639,29218130,14,1,Gm6043
ENSMUSG00000101984,88474113,88477024,Y,1,Gm29436
ENSMUSG00000092201,114013563,114068324,2,1,A530058N18Rik
ENSMUSG00000075525,14603990,14604611,2,-1,Gm10849
ENSMUSG00000102932,156227093,156227293,1,-1,CH36-500J15.1
ENSMUSG00000097753,96377033,96385523,3,1,Gm26689
ENSMUSG00000047117,96416134,96471198,13,-1,Ankdd1b
ENSMUSG00000094113,131486400,131553757,6,1,5430401F13Rik
ENSMUSG00000039183,24882611,24886350,17,-1,Nubp2
ENSMUSG00000030069,99711299,99726392,6,-1,Prok2
ENSMUSG00000068290,130653960,130664659,2,-1,Ddrgk1
ENSMUSG00000035284,67840396,67995634,9,1,Vps13c
ENSMUSG00000097143,97284908,97297778,3,-1,Gm17608
ENSMUSG00000046259,92385685,92387324,3,1,Sprr2h
ENSMUSG00000045930,58264720,58269258,12,-1,Clec14a
ENSMUSG00000103545,99641974,99642803,13,1,RP23-171D1.1
ENSMUSG00000024454,37935844,37954988,18,-1,Hdac3
ENSMUSG00000087278,103338601,103372764,2,-1,A930006I01Rik
ENSMUSG00000097362,116150479,116165821,3,1,Gm26544
ENSMUSG00000021975,64950045,65039835,14,1,Ints9
ENSMUSG00000046548,136613702,136615328,5,-1,4731417B20Rik
ENSMUSG00000045094,61493794,61536536,18,-1,Arhgef37
ENSMUSG00000038194,45418353,45421854,7,1,Lhb
ENSMUSG00000028339,47208161,47313167,4,1,Col15a1
ENSMUSG00000029490,108441054,108448891,5,-1,Mfsd7a
ENSMUSG00000030882,105640562,105721799,7,1,Dnhd1
ENSMUSG00000039405,89507785,89517586,7,-1,Prss23
ENSMUSG00000104162,119878292,119879015,13,1,RP24-413A18.6
ENSMUSG00000063802,4660521,4684963,7,-1,Hspbp1
ENSMUSG00000029847,34945278,34979054,6,-1,2010107G12Rik
ENSMUSG00000097737,116488966,116493358,3,1,Gm26530
ENSMUSG00000101633,39504127,39504624,Y,1,Gm29494
ENSMUSG00000083233,34436327,34436582,2,-1,Gm13406
ENSMUSG00000047976,126636463,126645801,6,-1,Kcna1
ENSMUSG00000082377,177103564,177106488,2,-1,Gm14415
ENSMUSG00000032534,102584598,102626534,9,-1,Cep63
ENSMUSG00000003604,112492964,112634573,2,1,Aven
ENSMUSG00000051392,97410217,97411179,3,-1,Olfr1402
ENSMUSG00000052299,87376651,87432606,16,-1,Ltn1
ENSMUSG00000070047,44935447,45052257,8,1,Fat1
ENSMUSG00000029716,137569851,137587481,5,1,Tfr2
ENSMUSG00000074004,98192420,98199481,7,-1,B3gnt6
ENSMUSG00000089760,84719004,84720775,18,-1,D030046N08Rik
ENSMUSG00000030735,67514000,67515606,8,-1,Gm9755
ENSMUSG00000020335,50921823,50931633,11,-1,Zfp354b
ENSMUSG00000038058,54923942,54972612,6,-1,Nod1
ENSMUSG00000040037,156561794,157316445,3,1,Negr1
ENSMUSG00000097260,182392543,182393535,1,-1,Gm5706
ENSMUSG00000097124,121531611,121535438,3,1,A530020G20Rik
ENSMUSG00000085123,46570213,46575847,14,-1,Rubie
ENSMUSG00000063245,146610961,146658160,4,1,Gm13248
ENSMUSG00000069899,46051354,46052321,11,-1,Gm12166
ENSMUSG00000055385,108731661,108749448,5,-1,Rnf212
ENSMUSG00000095577,131486400,131491487,6,1,Gm6619
ENSMUSG00000046034,27605919,27630693,15,-1,Otulin
ENSMUSG00000031640,45269442,45294859,8,-1,Klkb1
ENSMUSG00000050321,86394952,86501897,18,1,Neto1
ENSMUSG00000082765,177125463,177127709,2,-1,Gm14411
ENSMUSG00000101374,71319469,71329800,Y,-1,Gm28844
ENSMUSG00000020160,18879817,19018985,11,-1,Meis1
ENSMUSG00000097852,122864737,122924116,3,-1,4933405D12Rik
ENSMUSG00000100460,8357996,8358375,Y,-1,Gm28145
ENSMUSG00000082783,102818362,102820074,X,1,Gm9126
ENSMUSG00000103660,25299747,25302982,Y,-1,RP24-268H2.3
ENSMUSG00000082724,177138660,177142331,2,1,Gm14416
ENSMUSG00000035626,52450393,52451402,14,1,Olfr1509
ENSMUSG00000051527,6961160,6963769,7,1,Usp29
ENSMUSG00000022614,89351004,89355659,15,-1,Lmf2
ENSMUSG00000095682,70703578,70704177,6,1,Igkv3-1
ENSMUSG00000100104,145601837,145602301,X,-1,Gm5644
ENSMUSG00000026637,191997205,192092559,1,-1,Traf5
ENSMUSG00000080861,23103454,23103922,13,1,Gm11325
ENSMUSG00000049800,20543253,20653021,11,1,Sertad2
ENSMUSG00000084192,88707909,88708453,4,-1,Gm13282
ENSMUSG00000029281,88086556,88109053,5,1,Smr2
ENSMUSG00000104097,177989662,177998739,1,-1,RP23-243J5.2
ENSMUSG00000087158,145337648,145379381,2,1,Gm14093
ENSMUSG00000046999,68869586,68872163,3,1,1110032F04Rik
ENSMUSG00000038048,57769570,58410342,17,1,Cntnap5c
ENSMUSG00000042655,104845283,104863893,13,-1,Fam159b
ENSMUSG00000032026,48468514,48480611,9,-1,Rexo2
ENSMUSG00000024479,54571366,54602846,15,1,Mal2
ENSMUSG00000100200,9283764,9284298,X,1,1700012L04Rik
ENSMUSG00000095661,12855836,12858633,3,1,Gm8935
ENSMUSG00000081590,177167290,177172870,2,-1,Gm14413
ENSMUSG00000097456,127161305,127168288,3,1,Gm16958
ENSMUSG00000075427,98186013,98195542,15,-1,Olfr288
ENSMUSG00000096844,70434952,70435476,6,-1,Igkv6-14
ENSMUSG00000024259,31580168,31609902,18,-1,Slc25a46
ENSMUSG00000078197,140152043,140153532,2,1,Gm17374
ENSMUSG00000011158,112959862,113000621,12,-1,Brf1
ENSMUSG00000091494,4838106,4846867,14,1,Gm3269
ENSMUSG00000101100,58427109,58429470,Y,1,Gm28326
ENSMUSG00000097761,131302643,131316661,3,1,4930534D22Rik
ENSMUSG00000076885,54172828,54172890,14,1,Traj45
ENSMUSG00000096120,41406498,41407040,Y,1,Gm21800
ENSMUSG00000102493,178143301,178144272,1,1,RP23-393P20.1
ENSMUSG00000026285,94038305,94052553,1,-1,Pdcd1
ENSMUSG00000061457,20212207,20213353,9,1,Olfr871
ENSMUSG00000074593,164715305,164718068,2,1,Spint5
ENSMUSG00000096750,73887066,73891112,4,-1,Gm11757
ENSMUSG00000022129,118012792,118052246,14,-1,Dct
ENSMUSG00000038984,33683876,33687883,15,-1,Tspyl5
ENSMUSG00000044211,48524372,48525105,6,-1,Gm7887
ENSMUSG00000082181,58396297,58396515,11,-1,Gm12252
ENSMUSG00000081208,3149742,3150955,11,-1,Gm11400
ENSMUSG00000031840,70754679,70758677,8,1,Rab3a
ENSMUSG00000041144,46066315,46373546,1,1,Dnah7b
ENSMUSG00000022570,75924684,75929730,15,-1,Tsta3
ENSMUSG00000076894,54183774,54183838,14,1,Traj35
ENSMUSG00000101358,68170371,68170685,Y,1,Gm29661
ENSMUSG00000024197,56278962,56290511,17,-1,Plin3
ENSMUSG00000073908,105275517,105276431,7,1,Olfr687
ENSMUSG00000079298,128813706,128826331,6,-1,Klrb1b
ENSMUSG00000095238,141256596,141257157,1,-1,Gm4845
ENSMUSG00000066389,91890896,91891273,12,-1,Rpl31-ps1
ENSMUSG00000097911,133955473,134240536,3,-1,Gm26691
ENSMUSG00000029541,139352617,139357033,5,1,Cyp2w1
ENSMUSG00000038879,34572799,34678706,15,-1,Nipal2
ENSMUSG00000083109,122660923,122677278,4,-1,Gm12876
ENSMUSG00000101816,68206802,68207497,Y,1,Gm29659
ENSMUSG00000074781,95515162,95545658,10,1,Ube2n
ENSMUSG00000028214,11704457,11714752,4,1,Gem
ENSMUSG00000087382,173110818,173133204,2,1,Ctcflos
ENSMUSG00000086049,3193516,3194263,11,-1,Gm12735
ENSMUSG00000083919,25455722,25456429,13,1,Tpi-rs8
ENSMUSG00000068079,152143561,152149097,2,1,Tcf15
ENSMUSG00000041685,98723407,98815449,13,-1,Fcho2
ENSMUSG00000063905,65512678,65512848,13,1,Gm10139
ENSMUSG00000039232,12939983,12964259,10,-1,Stx11
ENSMUSG00000066245,107863039,107863500,7,1,Gm10156
ENSMUSG00000066584,34011921,34013942,7,-1,Scgb2b27
ENSMUSG00000104334,6996037,7002508,15,1,RP24-86P1.1
ENSMUSG00000097031,134340285,134630765,3,-1,Gm26820
ENSMUSG00000073682,155614413,155645408,4,-1,Gm10563
ENSMUSG00000085869,150668248,150678792,4,-1,Gm16079
ENSMUSG00000094147,125435542,125436039,X,1,Gm21616
ENSMUSG00000041538,34238903,34245907,17,1,H2-Ob
ENSMUSG00000032497,111118111,111225668,9,1,Lrrfip2
ENSMUSG00000026491,179744894,179803680,1,-1,Ahctf1
ENSMUSG00000056426,67523854,67548627,8,1,Nat3
ENSMUSG00000102705,10220995,10223433,3,1,RP23-436F15.6
ENSMUSG00000082952,55508294,55508708,4,1,Gm12507
ENSMUSG00000000346,100615628,100620731,15,1,Dazap2
ENSMUSG00000044408,54645374,54656572,12,-1,Sptssa
ENSMUSG00000081270,105875905,105876913,11,1,Gm11653
ENSMUSG00000085388,19441508,19446674,2,-1,Ptf1aos
ENSMUSG00000083027,146942476,146945825,4,1,Gm13140
ENSMUSG00000090796,43147487,43149893,14,-1,Gm3141
ENSMUSG00000081646,145646506,145647453,X,1,Gm15060
ENSMUSG00000056089,25414192,25414844,15,1,Gm5468
ENSMUSG00000014786,105348258,105369881,8,1,Slc9a5
ENSMUSG00000033147,101858930,101924453,3,-1,Slc22a15
ENSMUSG00000062198,55045661,55080110,12,-1,2700097O09Rik
ENSMUSG00000043087,19584511,19585502,9,1,Olfr855
ENSMUSG00000100499,45811680,45814040,Y,1,Gm28460
ENSMUSG00000097858,142882495,142894644,3,1,9530052C20Rik
ENSMUSG00000081912,23104296,23104773,13,1,Vmn1r-ps127
ENSMUSG00000067071,91411483,91414038,1,-1,Hes6
ENSMUSG00000101767,109033975,109034443,12,1,Gm28498
ENSMUSG00000095257,31375592,31376916,7,1,Scgb1b3
ENSMUSG00000076596,70572633,70573230,6,1,Igkv3-10
ENSMUSG00000051716,128254131,128255901,10,1,Apon
ENSMUSG00000103373,48542644,48545033,13,-1,RP24-270A10.5
ENSMUSG00000102740,141356789,141357277,1,1,RP23-310C14.2
ENSMUSG00000068165,66044988,66045877,14,1,Gm10233
ENSMUSG00000082364,4107755,4108224,11,1,Gm11955
ENSMUSG00000082773,145753499,145753956,X,-1,Gm15058
ENSMUSG00000091981,50619822,50621885,6,-1,Gm8038
ENSMUSG00000007279,109798676,109865679,7,-1,Scube2
ENSMUSG00000097183,145650312,145652093,3,1,Gm17501
ENSMUSG00000097295,22262742,22263367,10,-1,Hmgb1-ps8
ENSMUSG00000081260,146948160,146948498,4,-1,Gm13149
ENSMUSG00000081453,51362452,51363832,16,-1,Gm6767
ENSMUSG00000076912,54201775,54201837,14,1,Traj17
ENSMUSG00000026058,32172714,32658568,1,1,Khdrbs2
ENSMUSG00000096767,115460999,115461431,12,-1,Ighv1-62-3
ENSMUSG00000021361,41016250,41022575,13,1,Tmem14c
ENSMUSG00000063281,23989632,24005376,18,1,Zfp35
ENSMUSG00000059252,37696515,37697033,9,1,Tpt1-ps5
ENSMUSG00000103371,19113007,19139093,Y,1,CH36-252L11.1
ENSMUSG00000085875,123905062,123917269,4,-1,Gm12905
ENSMUSG00000097745,152666913,152681432,3,1,AI115009
ENSMUSG00000091639,31936459,31936755,9,-1,Gm3756
ENSMUSG00000081240,102830950,102833804,X,1,Gm16511
ENSMUSG00000031627,46739745,46847458,8,1,Irf2
ENSMUSG00000035227,99837569,99858883,7,-1,Spcs2
ENSMUSG00000090666,33994989,33995054,10,-1,Gm17567
ENSMUSG00000092191,42878596,42880005,7,1,Gm7211
ENSMUSG00000100035,82382189,82385425,Y,1,Gm29473
ENSMUSG00000102862,32610861,32613513,3,1,RP23-372I17.4
ENSMUSG00000064105,46761596,46878795,19,1,Cnnm2
ENSMUSG00000032758,133849855,133853667,6,-1,Kap
ENSMUSG00000042200,62951193,62993095,11,1,Cdrt4
ENSMUSG00000097898,8666390,8673378,14,1,4930455B14Rik
ENSMUSG00000097187,84742169,84743655,2,-1,Gm19426
ENSMUSG00000055660,94727080,94749892,17,-1,Mettl4
ENSMUSG00000101289,75311377,75314964,15,-1,Gm3454
ENSMUSG00000084045,10376770,10377082,11,-1,Gm11997
ENSMUSG00000067356,17924294,17925668,12,1,B430203G13Rik
ENSMUSG00000086775,26640372,26645944,2,1,Snhg7os
ENSMUSG00000104322,84965056,84965580,3,-1,AC124496.1
ENSMUSG00000000435,107482908,107486134,10,-1,Myf5
ENSMUSG00000100534,76890472,77027792,1,-1,Gm816
ENSMUSG00000076925,54217292,54217357,14,1,Traj3
ENSMUSG00000070794,103377643,103389044,2,-1,BC016548
ENSMUSG00000098111,103370465,103371446,14,-1,Gm4654
ENSMUSG00000025104,81881251,81934473,7,-1,Hdgfrp3
ENSMUSG00000092397,114054335,114064868,2,1,C130080G10Rik
ENSMUSG00000097547,15437623,15452423,14,1,B230110C06Rik
ENSMUSG00000095640,12279854,12283988,19,1,Olfr1433
ENSMUSG00000031948,111993440,112011323,8,-1,Kars
ENSMUSG00000076764,52667411,52667864,14,1,Trav6-2
ENSMUSG00000058932,56447965,56448366,X,1,Gm2174
ENSMUSG00000036882,30522226,30534180,7,-1,Arhgap33
ENSMUSG00000086420,54826247,54826676,14,-1,Gm8865
ENSMUSG00000034959,75016027,75052532,14,1,5031414D18Rik
ENSMUSG00000101026,74770908,74778859,15,-1,D730001G18Rik
ENSMUSG00000025198,44034944,44069785,19,-1,Erlin1
ENSMUSG00000000439,115601938,115618670,6,1,Mkrn2
ENSMUSG00000071078,70131333,70133739,8,1,Nr2c2ap
ENSMUSG00000101072,82492958,82493653,Y,-1,Gm29470
ENSMUSG00000097577,20687236,20703012,14,-1,6230400D17Rik
ENSMUSG00000095406,34290274,34291092,12,-1,Gm18025
ENSMUSG00000047371,127342797,127345314,7,-1,Zfp768
ENSMUSG00000095105,12471209,12520450,13,-1,Edaradd
ENSMUSG00000086147,146971976,146990755,4,1,Gm13150
ENSMUSG00000100365,51212636,51213331,Y,-1,Gm29319
ENSMUSG00000096528,3471630,3474315,18,1,G430049J08Rik
ENSMUSG00000024137,24443792,24455311,17,-1,E4f1
ENSMUSG00000097601,25355801,25378635,14,-1,Gm26660
ENSMUSG00000097975,79549774,79550748,8,-1,Gm8079
ENSMUSG00000059606,51162260,51163018,14,1,Rnase2b
ENSMUSG00000097585,89980749,89981848,7,1,Gm26529
ENSMUSG00000091476,177983423,178172704,1,1,Gm16432
ENSMUSG00000009670,100838648,101059667,X,-1,Tex11
ENSMUSG00000041550,104101113,104106137,12,1,Serpina5
ENSMUSG00000007216,48613180,48623227,6,1,Zfp775
ENSMUSG00000094124,115802648,115803080,12,-1,Gm16710
ENSMUSG00000097136,25548390,25554369,14,-1,Gm26772
ENSMUSG00000104147,141420037,141423146,1,-1,RP23-310C14.1
ENSMUSG00000103496,76751436,76754706,9,1,RP24-375O19.1
ENSMUSG00000054938,6474088,6475153,7,1,Olfr1346
ENSMUSG00000029376,90931196,91021360,5,1,Mthfd2l
ENSMUSG00000042256,42315947,42507741,17,1,Ptchd4
ENSMUSG00000097821,114515697,114516424,9,1,C130032M10Rik
ENSMUSG00000054863,87625230,87759336,15,1,Fam19a5
ENSMUSG00000096734,124493731,124493793,9,-1,Gm21836
ENSMUSG00000097002,28508074,28511392,14,-1,Gm2670
ENSMUSG00000091390,57041775,57047143,17,1,Gm17168
ENSMUSG00000026609,188262023,188965041,1,1,Ush2a
ENSMUSG00000095470,19954505,19954840,12,1,Gm21863
ENSMUSG00000057381,132847142,132848143,6,1,Tas2r123
ENSMUSG00000097794,32465042,32483539,14,1,Gm2990
ENSMUSG00000030717,126623249,126630861,7,-1,Nupr1
ENSMUSG00000021090,72441866,72514334,12,1,Lrrc9
ENSMUSG00000002329,55657879,55660508,14,-1,Mdp1
ENSMUSG00000003309,21295457,21312333,9,-1,Ap1m2
ENSMUSG00000036655,28594173,28623290,12,-1,Colec11
ENSMUSG00000022002,75642259,75667137,14,1,4930564B18Rik
ENSMUSG00000064262,48647234,48660875,6,1,Gimap8
ENSMUSG00000022571,75916463,75921560,15,-1,Pycrl
ENSMUSG00000095403,20550331,20581999,8,1,Gm21092
ENSMUSG00000054745,24709040,24709348,18,-1,Gm9955
ENSMUSG00000100194,118427227,118428256,X,1,Tgif2lx2
ENSMUSG00000097310,34759402,34770553,14,1,A930038B10Rik
ENSMUSG00000096499,114513330,114513807,12,-1,Ighv1-5
ENSMUSG00000094024,39406359,39410992,17,1,Esp18
ENSMUSG00000090551,108847399,108848619,4,-1,A730015C16Rik
ENSMUSG00000083665,40661423,40661982,X,1,Gm14575
ENSMUSG00000078870,177183453,177206421,2,-1,Gm14410
